Position;Player Name;Alliance;Points
210;Junior Engineer;-BRT-;14,412
211;lnsurgent -R;LIONS;14,386
212;Captain Hook;LIONS;14,375
213;BenTornato;LIONS;14,374
214;_Akıncı_;LIONS;14,363
215;Xristaras1983;H3LL;14,357
216;ALF;RUS;14,323
217;Anaximandro;ROU;14,288
218;Backtun96;CRZY;14,284
219;Druid;CRZY;14,268
220;SDVANDAL75;WOLF;14,173
221;miky;LIONS;14,171
222;Matis_445;LIONS;14,154
223;Lori x Viti;LIONS;14,126
224;YGAFSCIER;CRZY;14,089
225;The MilkMan;-Z-;14,052
226;Kerberus;-KG-;14,017
227;ulix;-Z-;13,968
228;Zonti;RATS;13,954
229;ecodor;FRA;13,941
230;ALUCARD;FRA;13,927
231;Gimli;FRA;13,924
232;George;FRA;13,790
233;Velvit;-KG-;13,771
234;Haizea;-TMP-;13,770
235;Jérôme;-TMP-;13,716
236;BjornAczino;WOLF;13,716
237;Vigilanti;HFH;13,699
238;Mads99;CRZY;13,679
239;Lalu;HFH;13,669
240;Abusador;-TMP-;13,663
241;SonyERNI;-TMP-;13,652
242;Стоян;-BG-;13,649
243;Frkn38;-BG-;13,637
244;С-Николов;-BG-;13,541
245;Divergent2;LIONS;13,478
246;Eisenhower;-KG-;13,418
247;BaladaShuffi;KLX;13,403
248;Infiltrator;T-F;13,401
249;Voda;WOLF;13,379
250;D3Moliti0nZ;WOLF;13,331
251;Hector7;H3LL;13,324
252;Punisher;CRZY;13,318
253;Hefastion;VY-;13,275
254;aider;-BRT-;13,274
255;FfFboy2;WOLF;13,251
256;PREDATOR 1;-BG-;13,235
257;Coso;CRZY;13,197
258;Hephaistos;-BRT-;13,182
259;KocaKurt;CRZY;13,176
260;Achilles-1287;ROHAN;13,152
261;HESHAM;B-F;13,100
262;Tonnee;HdB;13,078
263;DaniloMarleyPZ8;Art;13,068
264;Overby;LIONS;13,058
265;Valentino78;LIONS;13,046
266;Sl3AWY;LIONS;13,019
267;Miss Sorrow;ROHAN;12,999
268;Arny;CZSK;12,998
269;Coven;-BRT-;12,997
270;MonteKarlo;ZELA;12,985
271;KingKralj;-Z-;12,934
272;SworD;-BG-;12,902
273;Che Guevara;-BG-;12,866
274;-Pollux-;-RF-;12,831
275;Okton;BoB;12,780
276;Ready2Die;CRZY;12,706
277;exit;GoCry;12,507
278;Tinyvang;SSJ;12,475
279;Rapaic;WOLF;12,460
280;Hermes;-RF-;12,444
281;Signvs;HFH;12,429
282;RXTS;WOLF;12,398
283;supraNO;-KG-;12,368
284;diabolik;CRZY;12,365
285;Gordos;-Z-;12,354
286;Zlatan;LIONS;12,272
287;ZxCy;CRZY;12,271
288;O6JLOMYC;CRZY;12,244
289;King Chaos;WOLF;12,171
290;Jack Nalyus VI;-KG-;12,148
291;Zinanity;-KG-;12,107
292;STAS;-KG-;12,102
293;13JuaN;-KG-;12,099
294;Onzzaah;WOLF;12,089
295;Goldmember;GoCry;12,067
296;indy;-BRT-;12,019
297;P_King;CRZY;12,008
298;gatison;-KG-;11,997
299;Rondo;LHS;11,976
300;Alcaa;FRA;11,970
301;Kingerino;WOLF;11,967
302;DerpKingdom;GoCry;11,957
303;Daedalus-5851;GoCry;11,919
304;Sopney Fox;BoB;11,911
305;Napoleonne;BoB;11,848
306;King-Rogle II;-Z-;11,844
307;Donpiel;ROHAN;11,829
308;VinniTheBish;-KG-;11,800
309;Loppodopolis;-KG-;11,792
310;Granger;HdB;11,790
311;NNCyclops;ROHAN;11,730
312;Achilles-1987;ROHAN;11,722
313;brunoB;-Z-;11,657
314;Legio22;ZELA;11,619
315;matelis84;BME;11,582
316;Nix;CRZY;11,553
317;Vardamir;-UNI-;11,528
318;Saitama;CRZY;11,522
319;PUNGDOLSKI;GoCry;11,517
320;CHAMP14NS;CRZY;11,460
321;maik51;WOLF;11,449
322;Elite24;WOLF;11,388
323;Pelin su;CRZY;11,369
324;Math;HΕLL;11,355
325;Arcani_1;-UNI-;11,340
326;cristina;-UNI-;11,303
327;krisloczek;AXI;11,299
328;Reddragon;HdB;11,293
329;Depressive Wolf;WOLF;11,290
330;PolluxXx;HFH;11,277
331;Yoshi64;-TMP-;11,259
332;ourania;-TMP-;11,074
333;Necemo Kolega;-Z-;11,070
334;LucioSilla;-UNI-;11,042
335;Aikido;CRZY;11,038
336;Pkunks;CRZY;11,034
337;ZzZevSsS;RUS;10,978
338;Trajano;RUS;10,971
339;Mercante;FDT;10,956
340;Belgas;-LT-;10,944
341;Queen Leah;-LT-;10,916
342;Alpino;-SL-;10,909
343;Andza;WOLF;10,907
344;KIZAGAN TENGRİ;CRZY;10,892
345;Nikosz;CRZY;10,850
346;Sabi;HdB;10,845
347;SubZero;RUSA;10,843
348;Wielki Powrót;ZELA;10,733
349;OptimizasyoN;CRZY;10,689
350;KOSTAS1230;H3LL;10,662
351;Anubis;CRZY;10,661
352;malvasio;-TMP-;10,653
353;слава80;-TMP-;10,615
354;Giorgos M;H3LL;10,612
355;Bandera;ZELA;10,610
356;WETERAN;WOLF;10,608
357;Koninos2;ROHAN;10,602
358;DE_TOX;ROHAN;10,570
359;Till 1;HdB;10,561
360;Palamedes-5777;CRZY;10,509
361;Donseros;Fuo;10,504
362;zunfix;WOLO;10,494
363;Boriss13;WOLO;10,474
364;Granite;-12-;10,431
365;Ammarurgan;CRZY;10,422
366;Pott;AXI;10,389
367;RoyakZ;AXI;10,388
368;Csajka;-KG-;10,368
369;marios133;-KG-;10,359
370;Gp5;-BG-;10,318
371;Shogun;HKMDR;10,312
372;SuperwishF;HKMDR;10,288
373;Avengers;LIONS;10,190
374;BloodRain;-Z-;10,188
375;Expecimin;-KG-;10,180
376;Gigi;-KG-;10,172
377;-Angelo-;HKMDR;10,171
378;Aaragon;WOLF;10,159
379;MAUPA;WOLF;10,151
380;Meisterhaft;-Z-;10,107
381;ooxx1annn;CRZY;10,087
382;Śpioch;CRZY;10,083
383;cekidaut;-M-;10,056
384;KorN;FeVeR;10,019
385;Istra;-Z-;10,016
386;Malihka;-Z-;9,961
387;الامبراطور سليم;LIONS;9,956
388;m4trixxx;ROHAN;9,954
389;Going Merry;WOLF;9,932
390;ZuniX;-SL-;9,910
391;PattreZ;-BRT-;9,897
392;Dragomir;-BRT-;9,869
393;Orden Templaria;-TMP-;9,857
394;YourFather;WOLF;9,843
395;poorko;-BG-;9,820
396;Urukhai;CRZY;9,804
397;Serko;WOLF;9,797
398;MAGRAV;CRZY;9,794
399;Pesukone;PUTU;9,765
400;Kalsu;PUTU;9,707
401;Hegemon-6611;HUN;9,684
402;Tsosme;H3LL;9,641
403;Rhyman;WOLF;9,634
404;Marifer;WOLF;9,586
405;BalamChak;WOLF;9,578
406;Emrock;ZELA;9,564
;byagan;JBP;9,564
408;Gamu;JBP;9,560
409;mota51;-KG-;9,559
410;RespecT;CRZY;9,510
411;Moutro;SOI;9,504
412;KIA;SOI;9,474
413;Immanuel Kant;HΕLL;9,461
414;The_Avenger;HΕLL;9,456
415;DBang1214;HΕLL;9,452
416;hawk;-12-;9,440
417;Jason-9846;D_T;9,438
418;BarbieGirl;BoB;9,405
419;HasBasTras;-TR-;9,386
420;ishtar;CRZY;9,369
421;bleik99;-BG-;9,356
422;Demetrio;CRZY;9,301
423;Agamemnon-6042;CRZY;9,298
424;BravE HearT;LIONS;9,287
425;AQUILES;CRZY;9,268
426;WENest maxi;CRZY;9,261
427;Johnwick;LIONS;9,248
428;Netflix;LIONS;9,231
429;Distrox;-BG-;9,224
430;KaKBo;H3LL;9,209
431;Achilles-1855;H3LL;9,201
432;Arutha;-BG-;9,194
433;FELER;-BG-;9,173
434;Drizzter88;-BG-;9,167
435;PF Lechuck;-KG-;9,160
436;Tydeus-0774;DNVN;9,153
437;jmpessanha;ZELA;9,149
438;Eldayden;-SL-;9,146
439;kPusti;LIONS;9,134
440;Commonwealth;LIONS;9,133
441;Dionisio;TCC;9,132
442;Pachamanca;JBP;9,126
443;King19;JBP;9,113
444;El Lider;-TMP-;9,085
445;Jolly;WOLF;9,076
446;Theseus-3698;WOLF;9,065
447;25night;BoB;9,053
448;choco;BoB;9,049
449;Славов;-BG-;9,038
450;Razdolbait;-BG-;9,010
451;Dahu;FRA;8,994
452;zador;FRA;8,986
453;Grandfather;RUS;8,981
454;suzukitp;Art;8,962
455;Baybars;CRZY;8,952
456;TMLeche;-UNI-;8,873
457;X-Treme;-UNI-;8,860
458;NoeXceSS;ROHAN;8,833
459;Siledzija;WOLF;8,827
460;The Reaper;WOLF;8,734
461;L O R D;LIONS;8,687
462;Hyperion;-RF-;8,656
463;LAAC;HFH;8,653
464;-Hercules-;-RF-;8,635
465;jonepatchon;Mine;8,627
466;S boy;FaT;8,624
467;Khameria;CRZY;8,624
468;MezarlıkDunyası;HKMDR;8,610
469;Captain Goshas;3ØØ;8,586
470;Sarasxxl;RATS;8,582
471;Acrylux;RATS;8,574
472;trinel;RATS;8,574
473;Computerkranker;HdB;8,566
474;Telomian;ZELA;8,556
475;Wasker;WOLF;8,535
476;LuLo023;WOLF;8,505
477;Tatok;WOLF;8,494
478;iliakokk;WOLF;8,471
479;Zmani-2023;CRZY;8,467
480;Arachn1da;CRZY;8,439
481;AodiGaming491;CRZY;8,412
482;andrux;BoB;8,407
483;XxKingxX297;BoB;8,399
;Devil;RUS;8,399
485;Стёпыч;RUS;8,387
486;Baidykle;-M-;8,374
487;OmEer;-M-;8,373
488;Celeus;H3LL;8,328
489;sanfris;H3LL;8,285
490;DrunkUnicorn;-Z-;8,278
491;Leedi;Art;8,266
492;englipat;CZSK;8,255
493;Smirre the Fox;CZSK;8,227
494;Mandalorian;CZSK;8,222
495;el813;RUS;8,209
496;DaniSce;BoB;8,207
497;Semisonic;GoCry;8,204
498;Tears-kinG;BoB;8,173
499;Spedy;BoB;8,147
500;Linakael;-MH-;8,137
501;Segeruz;ZELA;8,093
502;kristos007;FDT;8,084
503;Cheguevara;FDT;8,053
504;Wall-E;ZELA;8,038
505;Skipper;RUS;8,030
506;Brew;GLAD;7,999
507;Guest21;GLAD;7,978
508;Ivar Stora;ZELA;7,976
509;ZAZARALI;HKMDR;7,969
510;zeus;GITAN;7,957
511;Geronimosk;CZSK;7,955
512;Behemoth;H3LL;7,952
513;AZUX;-SL-;7,922
514;MorGro;MLL;7,915
515;LHappyness;HΕLL;7,901
516;EDMAN40K;Art;7,897
517;Death;-SL-;7,893
518;Adonis-8914;-KG-;7,872
519;Doomsday;-Z-;7,867
520;City;-Z-;7,863
521;Sykario;-MH-;7,854
522;Rikic;HKMDR;7,849
523;Baliya;HKMDR;7,830
524;-JD-;H3LL;7,822
525;La Baronne;BoB;7,815
526;Kasimiro;HdB;7,799
527;LUPER;HdB;7,793
528;Theseus-1468;HdB;7,792
529;Jackilpirata;HdB;7,782
530;Stoyanov;-BG-;7,777
531;Dagi 2018;-BG-;7,774
532;Frintistones;Nfree;7,761
533;SiempreMono1905;FDT;7,760
534;Marti;CRZY;7,751
535;Arxilios;H3LL;7,716
536;Terere619;BoB;7,662
537;Mkuzmix;-LAT-;7,616
538;Nils Holgersson;-LAT-;7,604
539;All-Mighty;-LAT-;7,576
540;SHPB;HdB;7,575
541;trigunkisez;ZELA;7,557
542;OogieBoogie;-Z-;7,523
543;KaMeR02;HKMDR;7,512
544;SkayKand;HKMDR;7,505
545;Kubu;HKMDR;7,501
546;likker105;-O-;7,499
547;RHOMARO;-KB-;7,483
548;Lulu;-KG-;7,480
549;Partizan;ROHAN;7,471
550;Daedalus-7215;ROHAN;7,469
551;The Portuguese;;7,464
552;afa1011;RUS;7,464
553;Hero;RUS;7,463
554;Strandi;CRZY;7,443
555;TristianHolsbor;H3LL;7,439
556;Chevy;-SL-;7,439
557;XeoN;-SL-;7,432
558;Zfellwar;GoCry;7,429
559;Rotor97;WOLF;7,425
560;Bjornofseek;-TMP-;7,407
561;איבן;-TMP-;7,405
562;yamyam;CRZY;7,382
;Dingo;BoB;7,382
564;yuza;ROHAN;7,342
565;Pelitro;WOLF;7,335
566;miklos08;WOLF;7,306
567;İhTiYaR_WOLF;CRZY;7,300
568;dunka4a;RATS;7,292
569;SOV42;S-C;7,290
570;pey;ROHAN;7,246
571;Artemisa;ROHAN;7,245
572;TKSR;IDF;7,238
573;kastor93;IDF;7,237
574;sakiss69;H3LL;7,230
575;dkmar11;H3LL;7,226
576;Uldinsh;-LAT-;7,224
577;picsi;-LAT-;7,214
578;PINOYRAIDER;-LAT-;7,212
579;Andoncrysis;-KG-;7,209
580;manyetic;ROHAN;7,195
581;Luna;LIONS;7,179
582;BerenjenaPower;LIONS;7,179
583;Er-Tugrul;CRZY;7,125
584;Captain4s;Mine;7,114
585;SlowPanda;-LAT-;7,110
586;Atlas-8473;-BRT-;7,095
587;mltzr CT;IDF;7,091
588;Chicaown;Art;7,082
589;ZvezdanNS;BES;7,057
590;Palamedes-4986;-BRT-;7,053
591;-Mambanegra-;SPlCY;7,048
592;DEV;DEV;7,045
593;Odysseus;DEV;7,038
594;Filo Lilo;H3LL;7,006
595;Flint;ROHAN;7,002
596;-SMEKERU-;ROHAN;6,991
597;Dqdovoto;RUS;6,951
598;NiksCepinatajs;WOLF;6,944
599;DumbleDore;WOLF;6,941
600;Misulica;-KG-;6,937
601;adonnis;Mine;6,926
602;Zlate;WOLF;6,918
603;Melikles;WOLF;6,897
604;Karak;-UNI-;6,894
605;سنفور;CRZY;6,877
606;Morok;-Z-;6,873
607;War Child;WOLF;6,859
608;Ottomans;ROHAN;6,823
609;Profa;WOLF;6,813
610;gyro;CRZY;6,807
611;fox;HΕLL;6,770
612;Celaena;-TMP-;6,770
613;Peleus-9544;-TMP-;6,768
614;Maryvip PZ8;Art;6,738
615;Anderson2381;-SL-;6,725
616;SwF;-SL-;6,712
617;D3rm1;WOLF;6,697
618;Super;-TR-;6,675
619;Lord Osis;-TR-;6,651
620;Lord_Draco78;-UNI-;6,651
621;PiotrCH;-UNI-;6,599
622;LokyRich;JBP;6,575
623;alligonkey_;BoB;6,555
624;Locina;ROHAN;6,551
625;REVER;ROHAN;6,510
626;BUNIO;ZELA;6,490
;HIMER;D_T;6,490
628;MajorBoży;BoB;6,481
629;caos;WOLF;6,468
630;Truec;RŽB;6,460
631;Bacyl;RŽB;6,451
632;srečko;MAS;6,450
633;Daedalus-5217;MAS;6,446
634;Zero;-MH-;6,415
635;Jafoste;-MH-;6,415
636;llama;-MH-;6,403
637;Xeto;CRZY;6,398
638;Captain Rusty;ROHAN;6,386
639;Fliper;ROHAN;6,369
640;Antik;ZELA;6,359
641;dareox;-KG-;6,342
642;P0Iizonte;VIPP;6,341
643;Klaus;BoB;6,331
644;F a S p i t C h;GoCry;6,329
645;Gryszard;ROHAN;6,315
646;ladomado;ROHAN;6,310
647;Wildcat;H3LL;6,294
648;SapukaWin8;ROHAN;6,286
649;BalkanBoy;H3LL;6,279
650;K E N E;H3LL;6,276
651;TITAN;;6,269
652;ATLANTİS;CRZY;6,267
653;Orpheus-2696;-KG-;6,247
654;Menelaus-2651;CRZY;6,243
655;sYrox;HdB;6,240
656;Meowsie;-Z-;6,233
657;Pascalou;-Z-;6,227
658;zdrach;FeVeR;6,204
659;Nicole;-KG-;6,193
660;Rubinum;-KG-;6,189
661;Evo;GITAN;6,186
662;Patikimas;GITAN;6,179
663;Palhares;Art;6,159
664;Giyuu;LIONS;6,159
665;SATAN;Mine;6,156
666;E_Stars;Mine;6,155
667;Sarge1;-Z-;6,153
668;Dostoyev;ZELA;6,150
669;Yatta-Senpai;HFH;6,149
670;StarZ;CRZY;6,146
671;steve_beth;HΕLL;6,140
672;YAMATOBR;HΕLL;6,119
673;The Skipper;IDF;6,117
674;TROLL444;AXI;6,116
675;Bence;AXI;6,100
676;Ruggard13;CRZY;6,097
677;The Infiltrator;CRZY;6,096
678;Zerberik;BoB;6,087
679;Avalon0725;CRZY;6,083
680;Sebmeister;CRZY;6,076
681;Atlas-9835;CRZY;6,064
682;REVENGER;CRZY;6,048
683;Apollo;CRZY;6,037
684;Sizif;FeVeR;6,032
685;Dyablo;FeVeR;6,023
686;Black Rose;FeVeR;6,022
687;Lord Harry01;FeVeR;6,018
688;Sartur;GITAN;6,010
689;Icarus-8984;GITAN;6,009
690;Lil-J;One;6,000
691;as5;P-B;5,971
692;Pasto 1949;BoB;5,960
693;rikounette;FRA;5,944
694;McNugget;FRA;5,931
695;Ahilgadyu;FRA;5,927
696;Gadarian;FRA;5,926
697;MaksD;FRA;5,910
698;FREY-;RUSA;5,906
699;El Familiar;-TMP-;5,891
700;Dazkol;-TMP-;5,887
701;Green;;5,883
702;August Rath;CRZY;5,870
703;WillowFly;CRZY;5,865
704;Damon4845;Mine;5,854
705;Ariel;Mine;5,850
706;mitsospre7;H3LL;5,831
707;Cesar Nadores;ROHAN;5,820
708;BeeTarV;ROHAN;5,808
709;Sanji;WOLF;5,769
710;didi;-BRT-;5,762
711;Fury;-BRT-;5,752
712;Qubo;-TR-;5,749
713;Capaz;BoB;5,748
714;Leonardo;BoB;5,744
715;Shrimp;BoB;5,742
716;Keyser;BoB;5,729
717;Drs;LIONS;5,728
718;Odiseo96;LIONS;5,725
719;Thomas78;-KG-;5,714
720;TheBadClown;MXLAT;5,705
721;adige66;CRZY;5,637
722;TROYA;HFH;5,626
723;SICARIO;HFH;5,591
724;AegonTheDragon;3512;5,582
725;katz778;3512;5,581
726;TH0R;RUS;5,573
727;Daroka;H3LL;5,571
728;Daedalus-1651;-TR-;5,555
729;Filipe Matos;-TR-;5,532
730;Peleus-3209;HFH;5,530
731;Beleza;Mine;5,528
732;Yiangoulas;H3LL;5,525
733;PanManiš;-BRT-;5,521
734;Big Fish;CRZY;5,511
735;Juanito;GoCry;5,510
736;PiCo;-Y-;5,488
737;meitenben;MLL;5,484
738;harry74;MLL;5,479
739;CiprianIR;CRZY;5,452
740;jacobo87;-KG-;5,447
741;SHILO182;ישראל;5,440
742;Djole;ישראל;5,434
743;Kemel Pinto;Art;5,432
744;Saladin;Egy;5,423
745;DUD3X;BoB;5,417
746;fedeise;CRZY;5,412
747;Sentikai;H3LL;5,393
748;Sphinix;HdB;5,387
749;Lich King;-TMP-;5,359
750;Fozzie Bear;-TMP-;5,346
751;Juan;GoCry;5,335
752;HruHru777;GoCry;5,308
753;Irvinx9;MXLAT;5,303
754;Alex50;SOI;5,296
755;EL TURCO;HKMDR;5,287
756;Игрок;RUS;5,287
757;Adonis-0959;RUS;5,277
758;BiggusDikkus;IDF;5,275
759;SayonaraC;-BRT-;5,262
760;Pedro92;-BRT-;5,200
761;Grippo;RUS;5,194
762;tronix;RUS;5,189
763;Prometheus-0591;ROHAN;5,170
764;Achilles-4749;ROHAN;5,148
765;Rakamadak;Art;5,147
766;perr;Numén;5,141
767;Stargate;SG1;5,133
768;Gojo;SG1;5,133
769;Aleksinac;SG1;5,116
770;Sint4xis;SG1;5,112
771;Atlas-6872;SG1;5,112
772;IBS;LHS;5,101
773;eamunguia23;MXLAT;5,101
774;Kolbeinn;MXLAT;5,092
775;LordGeorge;3ØØ;5,090
776;ZalB;3ØØ;5,090
777;dogukan;CRZY;5,089
778;Regidark;CRZY;5,065
779;Esen4el;-LAT-;5,054
780;mr samppa;kebab;5,052
781;Halder;kebab;5,036
782;Sequenc;HdB;5,022
783;Renanrc7;Nfree;4,996
784;Palestine Rules;Nfree;4,994
785;ELfursi;Nfree;4,966
786;Meliodas;Nfree;4,958
787;Benja777;WOLF;4,954
788;desperat;-BRT-;4,949
789;Circassian;HKMDR;4,944
790;N3iker;RŽB;4,941
791;Empire;CRZY;4,932
792;ReeeF;HivE;4,928
793;Spartacus;LIONS;4,911
794;Brunoestonia;LIONS;4,910
795;EllyR;LIONS;4,867
796;Loomis;CRZY;4,861
797;Alen Shezard;WOLF;4,858
798;Mec;H3LL;4,857
799;KingOfAegean;H3LL;4,834
800;Bluewolf;H3LL;4,833
801;Władca Plemion;-UA-;4,829
802;kAndyy;LIONS;4,816
803;Justiciero;-TMP-;4,815
804;Trayan;-TR-;4,813
805;flezet;F-R;4,798
806;-Marylu-;F-R;4,798
807;Wiesel;CRZY;4,787
808;Sofia;-BRT-;4,783
809;abel280;-UNI-;4,754
810;SupRiZe;-SL-;4,753
811;dride5;Dozzi;4,748
812;NikoQuagliato95;Dozzi;4,745
813;edoardo1235;Dozzi;4,740
814;-SuKuNA-;VIPP;4,728
815;Tathi;VIPP;4,726
816;dann;H3LL;4,714
817;poliuks;-LT-;4,704
